"c_name","source","r_id","r_year","r_month","r_female","p_interest","p_economy","Econ_Dem","Dec_Dem","Eff_Dem","Comp_Dem"
"Mauritania","Arab Barometer Wave VII",121437,2021,11,0,"Very uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Disagree"
"Mauritania","Arab Barometer Wave VII",121438,2022,1,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121439,2022,1,0,"Very uninterested","Good","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121440,2022,1,0,"Very uninterested","Bad","Disagree","Disagree","Agree","Agree"
"Mauritania","Arab Barometer Wave VII",121441,2022,1,1,"Very interested","Bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121442,2022,1,0,"Uninterested","Very bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree"
"Mauritania","Arab Barometer Wave VII",121443,2022,1,1,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121444,2022,1,1,"Very uninterested","Bad","Disagree","Strongly agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121445,2021,12,1,"Very uninterested","Bad","Agree","Agree","Disagree",NA
"Mauritania","Arab Barometer Wave VII",121446,2021,12,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121447,2022,1,1,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121448,2022,1,1,"Very uninterested","Very bad","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121449,2021,12,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121450,2022,1,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121451,2022,1,1,"Very uninterested","Very bad","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121452,2021,11,0,"Very uninterested","Very bad","Agree","Agree","Agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121453,2021,11,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121454,2021,11,0,"Very interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121455,2022,1,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121456,2022,1,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121457,2021,12,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121458,2022,1,1,"Very uninterested","Good","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121459,2022,1,1,"Uninterested","Good","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121460,2021,12,1,"Uninterested","Good","Agree","Strongly agree","Agree","Disagree"
"Mauritania","Arab Barometer Wave VII",121461,2022,1,0,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121462,2022,1,1,"Interested","Bad","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121463,2022,1,0,"Very interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121464,2022,1,0,"Very uninterested","Good","Agree","Disagree","Agree","Agree"
"Mauritania","Arab Barometer Wave VII",121465,2022,1,0,"Interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121466,2022,1,1,"Very uninterested","Good","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121467,2022,1,1,"Very uninterested","Very bad","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121468,2022,1,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121469,2022,1,1,"Very uninterested","Good","Disagree","Strongly disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121470,2022,1,1,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121471,2022,1,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121472,2022,1,0,"Very uninterested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121473,2022,1,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121474,2022,1,1,"Very uninterested","Bad","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121475,2021,11,1,"Uninterested","Very bad","Agree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121476,2022,1,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121477,2021,11,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121478,2022,1,1,"Very interested","Very bad","Disagree","Disagree","Strongly disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121479,2021,12,0,"Interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121480,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121481,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121482,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121483,2022,1,0,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121484,2022,1,0,"Interested","Bad","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121485,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121486,2022,1,0,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121487,2022,1,0,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121488,2021,11,0,"Uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121489,2022,1,1,"Uninterested","Bad","Agree","Agree","Agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121490,2022,1,0,"Interested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121491,2022,1,1,"Very uninterested","Good","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121492,2021,11,0,"Uninterested","Bad","Strongly disagree","Strongly disagree","Strongly disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121493,2022,1,1,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121494,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121495,2022,1,0,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121496,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121497,2021,12,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121498,2021,12,1,"Uninterested","Bad","Agree","Agree","Agree","Agree"
"Mauritania","Arab Barometer Wave VII",121499,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121500,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121501,2022,1,0,"Interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121502,2022,1,1,"Uninterested","Bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121503,2021,12,0,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121504,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121505,2022,1,0,"Very interested","Good","Strongly agree","Agree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121506,2022,1,0,"Very uninterested","Very good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121507,2021,11,1,"Interested","Good","Agree","Agree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121508,2022,1,1,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121509,2022,1,0,"Very uninterested","Good","Disagree","Agree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121510,2022,1,1,"Uninterested","Bad","Strongly disagree","Strongly disagree","Strongly disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121511,2022,1,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121512,2021,12,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121513,2022,1,0,"Very uninterested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121514,2021,12,1,"Very uninterested","Very bad","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121515,2022,1,1,"Very uninterested","Very bad","Disagree","Disagree","Strongly disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121516,2022,1,0,"Very interested","Very good","Disagree","Agree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121517,2021,12,0,"Uninterested","Bad","Disagree","Strongly disagree","Agree","Disagree"
"Mauritania","Arab Barometer Wave VII",121518,2021,12,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121519,2022,1,0,"Very interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121520,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121521,2022,1,0,"Uninterested","Bad","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121522,2022,1,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121523,2021,11,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121524,2022,1,0,"Very uninterested","Bad","Agree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121525,2022,1,1,"Interested","Bad","Disagree","Strongly disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121526,2022,1,0,"Uninterested","Bad","Agree","Strongly agree","Strongly agree","Agree"
"Mauritania","Arab Barometer Wave VII",121527,2022,1,0,"Interested","Good","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121528,2021,12,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121529,2022,1,0,"Uninterested","Bad","Agree","Disagree","Agree","Disagree"
"Mauritania","Arab Barometer Wave VII",121530,2021,12,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121531,2022,1,0,"Very uninterested","Bad","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121532,2022,1,1,"Very uninterested","Bad","Disagree","Agree","Agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121533,2022,1,1,"Very uninterested","Very bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121534,2022,1,0,"Very interested","Very bad","Strongly agree","Agree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121535,2022,1,0,"Very interested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121536,2021,12,0,"Very uninterested","Good","Disagree","Agree","Strongly agree","Disagree"
"Mauritania","Arab Barometer Wave VII",121537,2022,1,0,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121538,2021,12,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121539,2022,1,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121540,2021,11,0,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121541,2022,1,1,"Very interested","Bad","Agree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121542,2022,1,0,"Very interested","Good","Strongly disagree","Strongly disagree","Strongly disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121543,2022,1,0,"Very uninterested","Bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121544,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121545,2022,1,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121546,2022,1,0,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121547,2021,11,0,"Interested","Bad","Agree","Agree","Agree","Agree"
"Mauritania","Arab Barometer Wave VII",121548,2022,1,1,"Interested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121549,2021,12,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121550,2022,1,0,"Very uninterested","Good","Agree","Agree","Agree","Agree"
"Mauritania","Arab Barometer Wave VII",121551,2022,1,0,"Very interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121552,2022,1,0,"Interested","Very bad","Agree","Disagree","Agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121553,2021,12,1,"Interested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121554,2022,1,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121555,2021,12,0,"Very uninterested","Very bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree"
"Mauritania","Arab Barometer Wave VII",121556,2021,12,0,"Very uninterested","Good","Strongly agree",NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121557,2021,11,0,"Very interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121558,2022,1,1,"Very uninterested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121559,2021,11,1,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121560,2022,1,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121561,2022,1,1,"Very uninterested","Bad","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121562,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121563,2022,1,1,"Very uninterested","Good","Disagree","Agree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121564,2022,1,0,"Interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121565,2022,1,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121566,2022,1,1,"Very interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121567,2022,1,0,"Uninterested","Good","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121568,2022,1,1,"Very uninterested","Bad","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121569,2021,12,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121570,2022,1,0,"Very interested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121571,2022,1,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121572,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121573,2022,1,0,"Very uninterested","Good","Agree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121574,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121575,2021,12,0,"Uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121576,2021,11,0,"Interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121577,2022,1,1,"Uninterested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121578,2022,1,1,"Very uninterested","Very bad","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121579,2022,1,0,"Uninterested","Bad","Strongly disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121580,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121581,2022,1,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121582,2021,12,1,"Very uninterested","Good","Disagree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121583,2022,1,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121584,2022,1,0,"Uninterested","Good","Agree","Agree","Agree","Agree"
"Mauritania","Arab Barometer Wave VII",121585,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121586,2022,1,0,"Very uninterested","Good","Agree","Disagree","Agree","Agree"
"Mauritania","Arab Barometer Wave VII",121587,2022,1,0,"Very uninterested","Bad","Agree","Agree","Strongly disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121588,2022,1,1,"Uninterested","Good","Agree","Strongly agree","Strongly agree","Agree"
"Mauritania","Arab Barometer Wave VII",121589,2021,11,1,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121590,2022,1,1,"Interested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121591,2021,12,0,"Uninterested","Good","Agree","Disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121592,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121593,2022,1,1,"Very uninterested","Good","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121594,2022,1,1,"Very uninterested","Bad","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121595,2022,1,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121596,2021,12,1,"Uninterested","Very bad","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121597,2022,1,0,"Interested","Good","Strongly disagree","Strongly disagree","Strongly disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121598,2021,11,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121599,2021,11,0,"Very interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121600,2022,1,0,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121601,2022,1,1,"Interested","Good","Agree","Strongly agree","Strongly agree","Disagree"
"Mauritania","Arab Barometer Wave VII",121602,2022,1,1,"Very uninterested","Bad","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121603,2022,1,0,"Uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121604,2021,12,1,"Very uninterested","Bad","Agree","Agree","Agree","Agree"
"Mauritania","Arab Barometer Wave VII",121605,2021,11,0,"Uninterested","Bad","Agree","Agree","Agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121606,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121607,2022,1,0,"Very interested","Bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree"
"Mauritania","Arab Barometer Wave VII",121608,2021,12,1,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121609,2022,1,1,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121610,2022,1,0,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121611,2022,1,0,"Uninterested","Bad","Strongly agree","Agree","Agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121612,2021,12,1,"Uninterested","Very bad","Disagree","Agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121613,2021,12,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121614,2022,1,0,"Uninterested","Bad","Strongly disagree","Strongly disagree","Strongly disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121615,2022,1,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121616,2022,1,0,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121617,2021,12,1,"Interested","Bad","Strongly disagree","Strongly disagree","Disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121618,2022,1,1,"Uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121619,2022,1,0,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121620,2022,1,1,"Very uninterested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121621,2022,1,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121622,2021,12,0,"Very interested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121623,2022,1,0,"Very interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121624,2022,1,0,"Very uninterested","Very bad","Agree","Agree","Agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121625,2022,1,1,"Very uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121626,2022,1,0,"Uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121627,2022,1,1,"Very interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121628,2022,1,1,"Interested",NA,"Disagree","Agree","Strongly agree","Agree"
"Mauritania","Arab Barometer Wave VII",121629,2022,1,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121630,2021,11,1,"Interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121631,2021,11,0,"Interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121632,2022,1,1,"Uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121633,2022,1,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121634,2021,11,0,"Interested","Very bad","Agree","Strongly agree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121635,2022,1,0,"Very uninterested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121636,2022,1,1,"Very uninterested","Very good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121637,2022,1,0,"Uninterested","Good","Strongly agree","Agree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121638,2022,1,1,"Very uninterested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121639,2022,1,1,"Very interested","Bad","Agree","Strongly agree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121640,2022,1,1,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121641,2022,1,0,"Interested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121642,2021,12,0,"Uninterested","Very bad","Disagree","Agree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121643,2022,1,1,"Interested","Bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121644,2022,1,0,"Very interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121645,2022,1,1,"Uninterested","Bad","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121646,2022,1,0,"Very interested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121647,2022,1,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121648,2022,1,0,"Uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121649,2022,1,0,"Very uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121650,2022,1,1,"Uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121651,2022,1,1,"Interested","Good","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121652,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121653,2022,1,0,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121654,2022,1,1,"Very uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121655,2022,1,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121656,2022,1,0,"Very interested","Very bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121657,2022,1,1,"Uninterested","Bad","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121658,2022,1,0,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121659,2022,1,1,"Interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121660,2022,1,0,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121661,2022,1,1,"Uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121662,2022,1,0,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121663,2022,1,0,"Very interested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121664,2022,1,1,"Very uninterested","Bad","Disagree","Agree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121665,2022,1,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121666,2021,11,1,"Interested","Bad","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121667,2022,1,1,"Very uninterested","Bad","Agree","Agree","Agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121668,2021,11,1,"Uninterested","Good","Disagree","Disagree","Disagree","Disagree"
"Mauritania","Arab Barometer Wave VII",121669,2022,1,1,"Uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121670,2022,1,1,"Very uninterested","Good","Disagree","Disagree","Disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121671,2022,1,0,"Interested","Bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121672,2022,1,1,"Very interested","Very bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree"
"Mauritania","Arab Barometer Wave VII",121673,2022,1,1,"Uninterested","Very bad","Disagree","Disagree","Strongly disagree","Agree"
"Mauritania","Arab Barometer Wave VII",121674,2022,1,0,"Very uninterested","Bad",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121675,2022,1,1,"Very uninterested","Good",NA,NA,NA,NA
"Mauritania","Arab Barometer Wave VII",121676,2022,1,0,"Very uninterested","Good",NA,NA,NA,NA
